"COMPETITOR NAMES, as at 6:19AM on Sunday 7th"
DAY 1: Friday 6th March 2026
Race,Time,Event #,Event Type,Round,Division,Names
108 (D),15:42,32,B U15 4X+,heat,4,"Luka Foley, Beau Suisted, Joe Wall, Charles Hankinson, Lauren Reeve, Flynn Rowlands, Lev Tereshchenko, Hudson Morgan, Arlo Ofsoski-Hansen, Wil Steer, Jasper Rowe, Jake Findlay, Alex Lamb, James Dedding, James White, Luke Reymer, Jack Benjamin, Harry Booth, Lachlan Mead, Charlie Seath, Liam Benniman, Toby Lincoln, Billy Christensen, Joe van Dam, Hugo Hurdley, Marc Hocken, Warner King, Markos Huljich, Harry Beggs, Remy Parore, Harvey Morrah, Jonty Rowland, Sam Liddle, Will White, Thomas Crawford, Yassien Ali, Tony Coster, Benedict Clark, Luis Clark, Gaurang Kulkarni"
109 (E),15:46,33,G U17 8+,heat,1,"Sophie Andrew, Isla McGhie, Zara Greig-McKay, Melody Ding, Lila Russell, Rebecca Young, Piper Reddish, Alison Li, Tui Davis-Christie, Lucy Ball, Ashleigh Blake, Claire Gerring, Keiley Bennett, Ruby Martin, Heidi Kampenhout, Amelia Brown, Stella Hohneck, Jade Noonan, Madeleine Worrall, Ada Findlow, Lucinda Day, Emily Dick, Olivia Bethell, Addison Hewlett, Margot Wilson, Emily Keene, Rose Finlayson, Milla Wright, Gabriela Fullerton-Smith, Charlotte Tuck, Mishara Fodie, Remy Kastelan, Madison Bruford, Billie Burn, Priya Hermansson, Pieta Cumming, Hannah Gordon, Annabel Smith, Ava Clarke, Tessa Toner, Rosalee Carruthers, Mia McKendry, Elsie Carter, Elyse Redshaw, Isabel Gilbert, Niamh Barr, Emilia Dumbill, Phoebe Wall, Lena Waswo, Ellie Palmer, Phoebe McArthur, Isla Law, Kate Lane, Emily Clarke, Lucy Gray, Janine Lou, Petra Bryant, Romy Law, Matilda Stevens, Isabella Connor, Annabel Thomson, Hannah Cooper, Olivia Sexton-Leko"
110 (F),15:50,34,B U17 4+,heat,1,"Cameron Beck, Buster Waters, Andrew Lucas, Baylin Jeffery, Otis Packer, Leo Sargent, Seth Travers, Oliver Dedding, Oscar Lowe, Harish Dulipkumar, Finn Thompson, Conor Irwin, Jack Reid, Jake Peacocke, Charles Lewis, Caleb Lannam, Gaebriel Gamble, Oliver Chapman-Worthy, Bennett Mareroa, Jayden Wooller, Curtis Wylie, Jeremy Bryant, Flynn Morrissey, Shaun Diver, Max Hindmarsh, Tayne Mael, Jesse Read, Petar Sigurnjak, Cooper Cummins, Mieke van Zyl"
111 (G),15:54,34,B U17 4+,heat,2,"Callum Hughes, Finn Anderson, James McKay, Luka Hagger, Corban Meekel, Matthew Morelli, Ryan Findlay, Max Sutton, James Legallais, Edie Joll, Thomas Malone, Torin Bidois-Treacy, Paddy Russell, Matias Donnianni, Joseph Lindsay, James Riley, Henry Maberly, Ritchie Mabey, Lewis Cameron, Daniel Taylor, Hugo Jancys, Andrew Findlay, Zachary Hood, Samuel Murray, Ryder Greaves, Sam Lawrie, Daniel Gestro, Hugo Langford, Angus Hall, Hugh McConnell, Flynn Powar, Callum McRobbie, Cameron White, Vaughn Cameron, Alexis Moody"
112 (H),15:59,35,G N18 4X+,heat,1,"Lena Xie, Neve Dunphy, Charlotte Vincent, Freya Wells, Linaya Karunatillake, Malohi Isileli-Fo'ou, Kortney Delamore, Tara Gordon, Katie Quinlan, Nadiah Eseese, Matisse Allington, Penny Hollister, Nova Taylor, Isla Blair, Ruby Mahon, Molly Smith, Bernardita Hoyo Gibson, Isabella Gobbie, Keira Cocks, Olivia Lim, Tegan Smith, Madeline Moore, Jade Paki, Casey Paki, Holly Gera, Jada Burgess, Anahita Aghababaei, Kenzie Riley, Ava Willats, Rhys Henwood, Mia Macartney, Franchi Taylor, Ella Taylor, Lily Hannah Petrich, Eliana Fayerberg, Olivia Keen, Harriet Cox, Mia Kapernick, Esme Thompson, Lucy Bell, Alexa Nathan, Zoe Heatley, MacKenzie George, Rosa Ranchhod, Rose Carter"
113 (I),16:04,35,G N18 4X+,heat,2,"Meja Mason, Hazel Laurence, Ula Chan, Lucy Porter, Scarlett Westaway, Eleanor Millyard, Zoe Malo, Adia Shirley, Matilda Mallinder Brown, Alice Davy, Zara Sudfeldt, Sophia Hodgson, Olivia Shailer, Sothea Steed, Zara Morris, Sian Pardoe, Holly Nilsson, Emily Barclay, Hayley Sherwin, Katie McKean, Sophia Kerwin, Rylee Earles, Lilee Lambe, Adela Slanarova, Morgan Wood, Isabella Russo, Brierley Te Rangi, Freida Hoban, Jade Hood, Savanah Hall, Meadhbh O'Farrell, Danielle Bull, Gianna Alesich Sandford, Beth Obrien, Lily Saxon, Zara Benton, Imogen Burgess, Bianca Bartle, Rosy Moody, Olivia Allsopp-Smith"
114 (J),16:09,35,G N18 4X+,heat,3,"Tessa Goodwin, Anna Langridge, Sara van De Kuilen, Lucy Hayward, Lauren van De Kuilen, Alexandra Emery, Georga Holmes, Eliza Wilkinson, Vivienne Kronfeld-Tobin, James McGrath, Asta Norman, Harriet Dreyer, Grace Sherrit, Ottilie Seligman, Daisy Whisker, Megan Finn, Greer Dallinger, Georgia Faville, Lily Downey, Pippa Peacocke, Alexandra McKeown, Carys Phillips, Zara Delahunty, Hannah Monasands, Mia Geenty, Olive Moser, Hana Harvie, Sadie Frank, Charlotte Turton, Stella Payne, Abigail Xin, Maya Kaitiaki, Savannah Muggeridge, Qiyu Zhang, Zoe Fry, Tannah Smart, Olivia Everett, Sophie Cardno, Amba Wood, Eva Millar"
115 (K),16:14,35,G N18 4X+,heat,4,"Margaux Orum, Hanna Umemoto, Meika Pritchard, Rui Tong Yang, Hayley Odering, Brooke Carter, Mena Paul, Jennifer Smith, Amy Smith, Abdu Esmaeil, Lauren McConnochie, Molly Wilkinson, Katryn Nel, Amelia Carter, Sophie Edhouse, Lacey Graham, Olivia Reid, Anna Snow, Caitlin Lam, Boaz Tito, Lydia Helms, Gabrielle Robinson, Kate Muller, Ruby Murdoch, Trixie Walker, Leah Brennan, Nellie Muckle, Emily Phillips, Melissa Muller, Eleanor Bate, Maddy Palliser, Lia Moeung, Abby Westraat, Chloe Waitai, Matilda Pinner, Lucinda Howard, Florence Gillespie, Pippa Winchester, Vida Carney-McKnight, Janie McGregor"
116 (L),16:19,35,G N18 4X+,heat,5,"Madison Hoon, Emily Morrison, Isabella Bishop, Zoe Ching, Stella Benton, Savannah Bull, Ruby Paine, Izzy Thorne, Millie Martin, Addison Lundy, Indigo Coley, Charlee Wilson, Amelia Crouch, Raine Duncan, Bobbie Wilson, Bella Biggs, Willow Varcoe, Susie Moorhead, Katerina Carney, Molly Young, Aurelia Smith, Avie Stuart, Maya Denton, Saffron Spiller, Liberty Flower, Lucie Klein, Lola Verran, Leah Rahmfeld, Allegra Smith, Zara Travers, Katherine Wickham, Lyric Cooper, Harper Houlahan, Abigail Glasgow, Xanu van der Bank"
117 (M),16:24,36,B N18 4+,heat,1,"Ben McGregor, Zachary Dorn, Joey Haywood, William Hartgill, Bruno Follett, Tasman Struthers, Ayden Mabey, Frank Austin, Caleb Shapcott, Oscar Mckenzie, Thomas Costar, Oliver Hookway, Kiran de Almeida, Leo Williams, Blake Davies, Jacob Marsden, Harper Faire-Barlow, Rico Ivamy, Alaric Bulling, Keizsha Malaluan, Henco Mellett, Noah Awburn, Harli Nicholas, Jordan Millin, Cole Rothery, Arno Smit, Alex Hunt, Rhys Gibbon, Will Mahon, Amelia Barry, Finn O'Brien, Thomas Hunt, Jack Peters, Will Vaughan, Liam Lawrence"
118 (N),16:29,36,B N18 4+,heat,2,"Claude Kelly, Oliver Llodra, Luke Cobb, Ryusei Tsuru, William Familton, Jasper Gao, Stensen Wang, Millen Blijlevens, Levi Butler, Dhruv Natalia, Jayden Antrobus, Sam Ryan, Caleb Wright, Christopher Edgar, Marcus Coatsworth, Eli Ah Ping, Joseph Langley, Benson Watt, Liam Coutts, Braxton Klenner, Finnigan Olsen, Tomislav Marinkovich, Luke Gardner, Antoine Lorilleux, Alexandre Abenoja, Cameron Brown, Elliott Bray, Max Gough, Connor Ruane, Charlie Prentice"
119 (O),16:34,36,B N18 4+,heat,3,"Oscar Keller, Edward Stoddard, Grady O'Sullivan, Tom Crowley, Mason Seator, Mackinley Knauf, Hunter O'Brien, Henry Rushbrooke, Liam Lonsdale, Toby Miller, Jack Stephens, Niko Huljich, Kalani Finau, Fili Setima Autagavaia, Freddy Abeysekera, Wade Hornell, Robert Yang, Luca Marie, Hendrix McGowan, Seath Fourie, Immanuel Malo, Oliver Williamson, Rhys Griffiths, Oliver Winter, Sam Rowse, Salvador Mazzieri, Jake Buxton, Callum Morgan, Milo Weber, Hayley Bartlett"
120 (P),16:38,37,G U16 4+,heat,1,"Scarlett Fuge, Alice Mazur, Charlie Twigg, Lucy Blair, Koko Jackson, Millie Richardson, Dulcie-Jean Paikea, Sophia Su'a, Dempsey Schicker, Awatea Tutaki, Tess Ritchie, Madeline Hilder, Zara Daw, Miller Ashley, Sara Thomson, April McGivern, Jade Davies, Callie Gardner, Ruby McGivern, Samy Luckie, Sienna Gates, Lucy Kavanagh, Lily Melville, Sanna Nunns, Sofia Borrero-Gonzalez, Elise Currie, Annabelle Martin, Wilha Grant, Sarah Poborowska, Hugh Trower, Zara Cameron, Kayla Peters, Naomi Lukic, Tiffany Robinson, Owain Brett-Chinnery, Poppy Gentil, Megan Chen, Anoushka Haworth, Vittoria Haworth, Sage Launder-Upton, Skye Pinto, Lyla Desmond, Isla Sorensen, Anna Dixon, Yasmin Burgess"
121 (Q),16:42,37,G U16 4+,heat,2,"Josephine Peacocke, Maggie Shaw, Marin Sapir, Elsie Fenwick, Lauren Reeve, Chiara Masey, Holly Savage, Zoe O'Neill, Brooke Nelson, Imogen Munns, Olivia Skelton, Mia Yen, Amilija Perich, Harriet Houldsworth, Beatrix Blackburn, Amelia MacKenzie, Maebh Loveridge, Lucia Bartle, Vittoria Broadhurst, Amelia Self, Eve Wansbrough, Elizabeth Robson, Charlotte Verry, Camryn Brownlee, Amelia Settle, Mackenzie Hulse, Adriana Ramirez, Olivia Warr, Lucy Britten, Maddi Lean, Honor Bourke, Taylor Boyd, Reyd Fannin, Chelsea Smart, Harriet Wilson, Holly Greenaway, Avah Williams, Mercedes Clement, Willow Pokaia, Libby Hoban, Erin Kervell, Sophia Candy, Hayley Twaddle, Tiana Young, Tiia Cooke"
122 (R),16:46,37,G U16 4+,heat,3,"Ella Papworth, Rio Malcom Scott, Alice Varey, Malia Cousins, Isabel Mckenzie, Lilly Kerr, Lola Aiuta, Kenzie Holden, Holly O'Connell, Sarah Williams, Charlotte Johnstone, Caitlin Furlonger, Hayley Henwood, Sofia King, Isla Pepper, Anahera Johnson, Emily Greening, Sienna Cohen, Ruby Fitzgerald, Abigail Lendrum, Isabel Berry, Elizabeth Hawksbee, Mika James, Isabella Turner, Florence Struthers, Zainab Khan, Isla Bateman, Bijou Akel, Chance Flux Ton, Ava Srinivasan, Evelyn Hawke, Kaia Burney, Emma Hellberg, Paige van Dijk, Olivia Shefferd, Hannah Revell, Georgina Wilson, Carmela Arreseigor, Maddie Dennis-Wolf, Tyler Dalton, Lexie Thompson, Jasmin Wong, Mae Armstrong, Charlotte Alexander, Harvey Williams"
123 (S),16:50,38,B U16 8+,heat,1,"Charlie Coster, Riley Coles, William Fraser, Daniel Warner, Joshua West, Thomas Naude, Jake Bongard, Hadley Woolner, David Cameron-Bevan, Josiah Fuiava, Jack Simeon, Joel Sidoruk, Zachary Horton, Solomon Jacob, Kristoffer Wilkening, Hugh Friedericksen, Patrick Innes, Henry Ryan, Zaheer Kalaam, Nicholas Bates, Alexander Mitchell, Oliver Wells, Fletcher Blewman, Oliver Goldfinch, Isaac Penny, Mitchell Barton, Michael Jurgensen, Frederick Dryden, Taylor Kijowski, Jack Morris, Hamish Edmonds, James Yeoman, Patrick Sandlant, Oscar Eriksen, Benson Edwards, Sammie Richardson, Beau Dowling, Lucas Toemen, Lucas Zhang, Halan Rhynd, Caleb Goad, Patrick McGhie, Harvey Greenstreet, Noah Stoddard, Hugo Friis, Joshua Beguely, Lachlan McLellan, Kaydin Shutes, Henry Gibson, Charles Duncan, Maxwell Yu, Arvin Rafiee, Daniel Walkinshaw, Viraaj Chhiba"
124 (T),16:54,38,B U16 8+,heat,2,"Paras Sehrawat, Hohepa Henry, Jonathan Smith, Oliver Chapman-Worthy, Mackenzie Finlay-Brazell, Carter Turner-Ballantyne, Kade Calland, Luka Fife, Ollie Jonkers, Luke McGowan, Alfie Ferguson, Cooper Emerson, Te-Moana-Nui-A-Kiwa Setoga, Caleb Vincent, Linus Ingram, Moses Collis, Tom Gaskell, Jai Sharma, Caleb Jaensch, Arlo Brathwaite, Tuputau Setoga-Tuala, Liam Bethell, Jack Liggins, Timothy Walker, Max Thorpe, James Walsh, Walter Briggs, Matthew Hanley, Enzo Nola, Tommy Landells, Max Erueti-Charters, Elijah Rudsits, Tom Tracy, Orlando Barden Webb, Piet Dainty, Monty Simpkins, Torsten Jones, Ethan Ward, Henry Robinson, Tommy Sutherland, James Lerwill, Toby Brook, Jude Rumball-Smith, Loki Sparksman, Noam Phillips, Hugo Colgan, Bryan Feng, Valentine Croon, Tommy Schluter, Daniel Wu, Lachlan McFarlane, Jack Pitkin, Olaf Hanson, Rex Zhao"
125 (U),16:58,39,G U17 2-,heat,1,"Mila Tallon, Sophia Amey, Abby O'Connell, Elle Tangata-Toa, Millie Bonifant, Maddi Stinson, Tessa Toner, Rosalee Carruthers, Annabel Webber, Zara Bosch, Caitlin Jagger, Ava Moffat, Claire Gerring, Stella Hohneck, Aimee Bonifant, Laila Upton, Pippa Percy, Hannah Penty"
126 (V),17:02,39,G U17 2-,heat,2,"Mele-'Ofa Isileli-Fo'Ou, Hinemoa Haak, Greer Wallace, Ruby Litherland, Ruby Martin, Keiley Bennett, Olivia Appleton, Sabine Gargan, Charlie Fitzgerald, Imogen Hille, Elsie Carter, Elyse Redshaw, Ruby Jefferson, Alexia Mackay, Keava Burrough, Jessica Hawkes, Lena Waswo, Isla Law"
127 (W),17:06,40,B U17 2-,heat,1,"Xavier Roshan, Sam Randle, Xavier Roshan, Blake Kelly, Samuel Murray, Zachary Hood, Daniel Pickering, Gus Sinclair, Will Kale, Corin Brown, River Somerton, Blake Bramwell, Ben Humphries, Fraser Hart, Harry Davies, Lachlan Wong, Brodie Scott, Matthew Carroll, Elliot Turquier, Samuel Sapsford"
128 (X),17:10,40,B U17 2-,heat,2,"Mitchell Smith, Johnathin Smit, Oliver Dixon-Saunders, Jayden Pinkerton, Archie McConchie, Xinhao Zhang, Jayden Calland, Nathan Carter, Sebastian Bardsley, Tane Brace, Henry Warren, Thomas Hulbert, Flynn Morrissey, Jeremy Bryant, Jamie Locke, Nico McComb"
129 (Y),17:14,41,G U18 4X+,heat,1,"Lucy Cameron, Alara Thomson, Francie O'Sullivan, Cassie Colbourne, Ruby Fuller, Sophia Maude, Maddie Craig, Tara Barns, Holly Christiansen, Charli Barron, Addison Hewlett, Lila Kirke, Alba Erikson, Genevieve Fail, Stella Benton, Hazel Church, Olivia Waddell, Sophia Mason, Olivia Carruthers, Mia Haimona-Kay, Ivy Lundon, Jemma Lorch-Church, Danielle Dryden, Frances Ogilvie, Sasha Stephens, Jordyn Curran, Ruby Stonex, Tana Godfrey, Lola Eilering, Sophie Paton, Aiyarin Wirunchiraphat, Lyric Pikia, Cobie Middleton, Halena Haggie, Jessica Greaney"
130 (Z),17:18,41,G U18 4X+,heat,2,"Teana Rangihika, Cerys Brett-Chinnery, Hannah Broadbent, Ariana Tuivavalagi, Quinn Farrell, Olivia James, Ellie Dobson, Keana MacCallum, Annabel Jones, Lauren Hunt, Cate Kuggeleijn, Dana Fantom, Mackenzie Lawton, Lily Cameron, Carys Brown, Olivia Gough, Mackenzi Goff, Sofia Gough, Aria Wallwork, Johnny Gilmore, Freya Mei, Haylie Dwight, Piper Reddish, Alison Li, Sophie Simpson"
131 (A),17:22,41,G U18 4X+,heat,3,"Cassidy Taylor, Sophie Barnett, Arnya McMahon, Adah Williams, Ciana Cooper, Emma Lutter, Eloise Meijer, Xanthe Jensen, Una Nieuwoudt, Yasmin Burgess, Rebecca Young, Tiulipe Tekiteki, Zara Blackie, Emily Young, Tui Davis-Christie, Ruby Bullock, Bailey Barnett, Caralie Hanna, Addison Jenkins, Morgan Wood, Mya Carrington, Tillie King, Clare Ruston, Bonnie Mason, Isabel Mckenzie, Elena Newman-Jacobs, Antonia Shaw, Arielle Smith, Corbin Radford, Sarah Chain"
132 (B),17:26,42,B U18 2X,heat,1,"Liam Kaye, Oscar Verry, Billy Chesby, Flynn Wheeler, Paul Wilson, Benjamin Sonntag, Wesley Stark, Garrison Buksh, Brody Leicester, Jack Hurley, Hamish Perry, Jack Fuller, Alex Jonkers, Ronan Macpherson, Jesse Kingsnorth, Josh Ede, Jack Litherland, Ashton Bell"
133 (C),17:30,42,B U18 2X,heat,2,"Joseph McGaugh, Adam Li, William McKellar, Will Iversen, Leo O'Reilly, Mattias Everett, Conor Rook, Aidan Rook, Max Clausen, Gus Weir, Rory McKenzie, James Muir, Anthony Jones, Ryan Shaw, Henry Couper, Isaac Ng, Will Leyland, Felix Hollister"
134 (D),17:34,42,B U18 2X,heat,3,"Egor Ochagov, Tim Zhang, Logan Joubert, Jordan Hallett, Finn Judd, Ethan Goodwin, Oliver Kohlhase, Noah Prendergast, Blake Leach, Cameron Churchill, James Olds, George Wells, Isaac Glennie, Miles Beaglehole, Theo Conley, Denny Janif-Skelton"
135 (E),17:38,42,B U18 2X,heat,4,"Angus Lovell, Ashton Clark, Ryan Findlay, James Nicholson, Matthijs van De Kuilen, Noah Moss, George Benjamin, Lachlan Murphy, Johnny Butler, Kayden Taufa, Dylan van Mil, Connor Johnson, Kaine Goonan, Sam Harford, Cole Brownlee, William Bowmar"
136 (F),17:42,42,B U18 2X,heat,5,"Joshua Murphy, Ted Rattray, Harrison White, Lewis Parker, Zach Bidwell, Nico Febery, Alexander Dinkel, Carlos Bramwell, Roman Andrews, Lachlan Dwyer, Quin Vivian, Achilles Paikea, Samuel Peacocke, Zavier Linstrom"

DAY 2: Saturday 7th March 2026
Race,Time,Event #,Event Type,Round,Division,Names
137 (A),08:30,43,G U15 8+,heat,1,"Madeline Hilder, Jess Woodhams, Issy Taylor, Florence Wilkinson, Alice Wilson, Imogen Burgess, Zara Benton, Emily Morrison, Olivia Allsopp-Smith, Mary Sinclair, Clover MacDonald, Arna Kovaleski, Kate Rickman, Madelyn Darke, Zara Hargreaves, Lizzie Hart, Stella Rayner, Katherine Phillips, Kate Henry, Liv Pardoe, Sian Pardoe, Holly Nilsson, Emily Robertson, Jemma Burke, Olivia Burke, Emilia Hickey, Jade Noonan, Dylan Catchpole, Annabel Dobson, Marnie Currie, Mila Turnbull, Zoe Wilkins, Eloise Hood, Kiana Eades, Leilani Tatt, Chase Templeman, Freya Rodger, Emilia Sobell, Mila Day, Maddy Palliser, Lucy Santure, Breana Mackay-Lawn, Vivian Morton, Lia Moeung, Emily Clarke"
138 (B),08:35,43,G U15 8+,heat,2,"Annabel MacDonald, Juliet Bertram, Aiveen Burrough, Toyah Macdonald, Phoebe Almond-Bryant, Ruby Wrathall, Natasha Beuzeval, Zoe Thomas, Monique Ellice, Erin Duffy, Claudia Worth, Chloe Kendrick-Jones, Mirabelle Thomson, Keeley Bruford, Sascha Stanish, Amelia Gimblett, Jasmine Hermansson, Chloe Kerr, Elsie Sharpe, Olive Hunter, Olivia Oram, Blanca Ebbett, Sienna Anderson, Sarbia Gardner, Niamh Loveridge, Samantha Peacocke, Kate Miller, Ailsa McGrath, Georgia Parker, Joelle Bebawy, Sophie Wiig, Greta Keenan, Olivia von Dadelszen, Camille Cooper, Alexis Tzeng, Meg Marshall, Portia Finnigan, Andrea Moore, Adia Shirley, Sofia Olsen, Ellie Burke, Matilda Mallinder Brown, Annabel Thomson, Madeline Roberts, Olivia Sexton-Leko"
139 (C),08:40,44,B U15 4+,heat,1,"Caius Reid, Oliver Williamson, Max Colley, Ethan Ward, Sam Rowse, Vaughn Stanton, Noah Gibbs, Levi Dowty, Boe Leach, Miller Stratford, Connor Kerr, Harlan Gruebner, Zackary Barnes, Theo Bird, Gus Swanton, Warner King, Harry Beggs, William Collins, McQuade Ingram, Remy Parore, Fiachra Kelly, Ahmed Aly, Wade Hornell, Jack Farmer, Seath Fourie, Liam Reinecke, Rafe France, Millen Blijlevens, Levi Butler, Boston Quiding, Harry Fraser, Toby Wheeler, Jack Brandts-Giesen, Braeden Barden, Ryan Slater"
140 (D),08:45,44,B U15 4+,heat,2,"Jasper Gao, Stensen Wang, Jack Gellatly, James Drew, Korbin Benbow, Samuel Lin, Roman Hanif, Mason Bryant, Fili Setima Autagavaia, Steven Lu, Stanley Foote, Kian Sonnendecker, Sol Barshai-Sherrock, Liam van Heuven, Logan Ollington, Eli Ah Ping, Joseph Langley, Benson Watt, Liam Coutts, Braxton Klenner, Alex Smith, Luke Cobb, Immanuel Malo, Albie Robertson, Kaito Tsuru, Finn Lewis, Campbell Thorne, Max Bowden, Curtis Allan, David Cameron-Bevan"
141 (E),08:49,45,G U17 2X,heat,1,"Eva Carlaw, Anna Dixon, Sophie Te Huia Lilburn, Tori Wraight, Dovey Mabey, Anna Barradell, Tillie King, Bonnie Mason, Lola Storey, Ruhi Powdrell, Sophie Rogers, Ella Rogers, Beatrix Baird-Smith, Anastasia Graham, Mila Tallon, Georgie Gee, Samona Pfister, Grace Valder"
142 (F),08:53,45,G U17 2X,heat,2,"Hannah Penty, Pippa Percy, Matilda Burdekin, Amy Ison, Olivia Gibson, Kate Stables, Emily Pengelly, Tallulah Kubaisi-Gallagher, Milla McKendry, Chloe Franklin, Sophie Cranstone, Grace Henley, Caris McGillivray, Sophie Harrison, Stella Harrop, Isla McDonald, Amalie Olson, Pippa Muir"
143 (G),08:57,45,G U17 2X,heat,3,"Tilly Wilde, Rosa Griffiths, Athena Luo, Lenay Kleinhans, Sophie Loveridge, Jessica Kuehne, Olivia Appleton, Sabine Gargan, Taylor Batchelor, Lily Hammond, Caralie Hanna, Addison Jenkins, Yalini Velmurugan, Luanye Blignaut, Anabelle Sudfeldt, Eve Singleton, Isla Sorensen, Lyla Desmond"
144 (H),09:01,45,G U17 2X,heat,4,"Billie McAsey, Sophia Candy, Grace Gainsford, Jasmine Sieber, Ruby Parton, Grace Fraser, Alexandra Mason, Polly Hunter, Charlotte Thomson, Alma Steinfeld, Sarah-Kate Nicholas, Amber Alcock, Emilia Dumbill, Alice Mazur, Ava Clarke, Mia McKendry, Octavia Snelling, Isabel Diggle"
145 (I),09:05,46,B U17 4X+,heat,1,"Reilley Peneche, Rishi Jamnadas, Vinnie Tinholt, George Flatt, Johnny Gilmore, Sam Lawrie, Daniel Gestro, Hugo Langford, Angus Hall, Henry Valsenti, Tyler Wilson, George Petro, Levi Swanepoel, Van Healy, Daisy Whisker, Curtis Wylie, Shaun Diver, River Somerton, Blake Bramwell, Max Hindmarsh, Benjamin Harper, Christopher Snyman, Quinn McLean-Bluck, Carter Hood, Hugh Trower, Max Fielder, Marcus Tadema, Jack Calcinai, Jakob Kampenhout, Katie McKean, Hayden Grant, Sam Knapton, Kohl van den Anker, Adam Albert-May, Corban Meekel, Zac Hinds, Costin Eley, Nino Bain, Hamish Mora, Eloise Meijer"
146 (J),09:09,46,B U17 4X+,heat,2,"Tayne Mael, Jesse Read, Petar Sigurnjak, Cooper Cummins, Mieke van Zyl, Finn Anderson, James McKay, Luka Hagger, Callum Hughes, Dylan Penny, Josh Cashin, Ted Kingsford, Gabriel Bonnington, Lachie Peters, Charlie Seath, Tom Gilbertson, Charlie Price, Harry Sherrit, Ritchie Williams, Angus McConnell, John An, Jim Simpson, Oliver Service, Edouard de Cannart, Ollie Moy, Ryan Findlay, Matthew Morelli, Max Sutton, Andrew Xin, Zoe Baker, Nathaniel Strang, Connor Riley, Max Willats, Leon Burgess, Rhys Henwood"
147 (K),09:13,46,B U17 4X+,heat,3,"Matthew Carroll, Brodie Scott, Jackson Lucas, Jack Murphy, Dasha King, Elvern Wong, Richard Storey, Toby Whytock, Samuel Wilson, Lauren Reeve, Angus Bumby, Oscar Hearfield, Ben Humphries, Ben Cook, Hugh McConnell, Sebastian Wallace, Liam Dowling, James Montgomerie, Jack Dickie, Harish Dulipkumar, Logan Joubert, Ross Llaneta, Joseph Dudson, Nicky Maxim, Lily Newton, Alex Jonkers, Ronan Macpherson, Caleb Lannam, Oliver Chapman-Worthy, Tory Arnold, Johnathin Smit, Mitchell Smith, Liam Benniman, Ashton McComish, Hugo Hurdley, Julian Cardinal, James Ramsay, Kirwan Penny, Hamish Cochrane, Jonty Putwain"
148 (L),09:17,46,B U17 4X+,heat,4,"Ben Young, Thomas Bennett, Sebastian Tallon, Luke Hollingsworth, Beatrix Day, Axel Wright, Louis Kelly, Daniel Horner, Alfie Picker, Benjamin Butel, Hunter Waites, Oliver Marr, Patrick Nelis, Christian Tipi, Jonty Waites, Kazuki Bowcock, William Griffin, Felix de Groot, Karlon Johnson, Lincoln Johnson, James McBride, Liam Martin, Blair Paterson, Xavier Roshan, Rueben de La Rosa, Toby Brook, Jude Rumball-Smith, Fraser Hart, Tom Ward, Noam Phillips, Coby Cooper, Luca Kuehne, Logan McBride, Eli Thompson, Xanu van der Bank, James Schorfield, Zack Henton, Lucas Powell, Lucas Jones, Mikayla Cantley"
149 (M),09:22,47,G N18 4+,heat,1,"Mabel Eilering, Hayley Twaddle, Erin Kervell, Jessica Taylor, Tiana Young, Ella Raath, Hayley Sherwin, Emily Barclay, Holly Calcinai, Olive Mills, Mia Riordean, Jemima Wright, Amber O'Neill, Nandhini Sirestarajah, Joni Klokie, Charlee Wilson, Raine Duncan, Tegan Smith, Madeline Moore, Holly Gera, Amelia Schnuriger, Fern Kersel-Stubbs, Elsa Nelis, Lucinda Usher, Amelia Settle, Janie McGregor, Greer Wallace, Ruby Litherland, Vida Carney-McKnight, Pippa Winchester, Tess Ritchie, Alexa Nathan, MacKenzie George, Isabella Bishop, Lucy Camp, Chloe Waitai, Vivian Morton, Breana Mackay-Lawn, Abby Westraat, Lucy Bell"
150 (N),09:27,47,G N18 4+,heat,2,"Sara van De Kuilen, Tessa Goodwin, Emma Du, Lucy Hayward, Lauren van De Kuilen, Sophia Hodgson, Zara Sudfeldt, Amelia Crouch, Indigo Coley, Bobbie Wilson, Florence Meachen, Ruby Burnnand, Phoebe Carlsen, Pippa Willoughby, Lilly-Marie Nieuwoudt, Isabella Snell, Katie Ye, Annabelle Pickles, Harriet Dodson, Zoe Fry, Meadhbh O'Farrell, Bernardita Hoyo Gibson, Gianna Alesich Sandford, Keira Cocks, Lily Saxon, Alexandra Emery, Georga Holmes, Vivienne Kronfeld-Tobin, Eliza Wilkinson, Maya Denton, Eleanor Millyard, Isobel Grace, Claudia Jacob, Ana Radu-Garrett, Alice Davy, Lena Harris, Angel-Marie Pearce, Mae Armstrong, Lily Challenor, Tabia Leonhardt"
